,0,1
0,0.7896630764007568,4050.0
1,1.9123952388763428,7285.0
2,2.7569899559020996,8967.0
3,3.4145936965942383,1348.0
4,2.2069201469421387,10748.0
5,2.3638954162597656,10494.0
6,2.8874008655548096,10435.0
7,1.5103464126586914,7520.0
8,3.4756269454956055,8638.0
9,2.8608078956604004,1181.0
10,0.8989908695220947,8317.0
11,1.572312355041504,3245.0
12,3.148195266723633,11692.0
13,3.361429214477539,4517.0
14,2.212463855743408,4035.0
15,1.5063036680221558,6617.0
16,1.5716216564178467,3088.0
17,2.0641393661499023,3480.0
18,1.8033674955368042,11116.0
19,0.9799907207489014,2479.0
20,3.0665173530578613,119.0
21,2.1692752838134766,3228.0
22,3.5211074352264404,11348.0
23,2.5072059631347656,7525.0
24,1.2422490119934082,9890.0
25,2.2874526977539062,2193.0
26,2.4313673973083496,6985.0
27,2.229008197784424,10788.0
28,1.0047943592071533,5134.0
29,1.998910903930664,11952.0
30,2.067159652709961,7404.0
31,1.8528177738189697,12446.0
32,2.6490800380706787,12306.0
33,3.2786879539489746,1975.0
34,1.9433273077011108,39.0
35,2.2238855361938477,4865.0
36,1.6708786487579346,7497.0
37,2.763951301574707,6091.0
38,2.7152099609375,10757.0
39,2.3506522178649902,8798.0
40,4.409247875213623,1095.0
41,2.9834728240966797,11384.0
42,2.192678451538086,10605.0
43,1.7275651693344116,9389.0
44,1.6333612203598022,5023.0
45,1.9603968858718872,6921.0
46,3.6481380462646484,1207.0
47,2.860238790512085,1243.0
48,3.352762222290039,6116.0
49,1.5702612400054932,1665.0
50,3.9000983238220215,10054.0
51,1.504774808883667,5824.0
52,2.2584028244018555,8893.0
53,1.5329021215438843,1939.0
54,1.5642375946044922,2536.0
55,1.950210690498352,10619.0
56,1.0168923139572144,7489.0
57,2.9596805572509766,11415.0
58,1.529819130897522,5343.0
59,1.3592503070831299,5283.0
60,2.1308698654174805,3627.0
61,2.826761484146118,738.0
62,1.9420826435089111,8414.0
63,1.3242725133895874,2252.0
64,2.2796974182128906,6156.0
65,1.1389840841293335,4924.0
66,3.9394357204437256,7116.0
67,0.5720471143722534,9863.0
68,3.191378593444824,4951.0
69,2.621232032775879,2348.0
70,2.4199109077453613,5265.0
71,1.775309443473816,8142.0
72,1.9107732772827148,919.0
73,1.637058973312378,9067.0
74,3.404175281524658,1655.0
75,2.8485124111175537,3784.0
76,1.6392742395401,4019.0
77,0.8447787761688232,12129.0
78,2.732145309448242,5697.0
79,4.038409233093262,1039.0
80,0.6257551908493042,10794.0
81,1.9291510581970215,7470.0
82,2.3454153537750244,5519.0
83,2.8280763626098633,11747.0
84,2.009183883666992,9602.0
85,0.9752117395401001,9845.0
86,1.5185819864273071,9691.0
87,3.3285861015319824,8596.0
88,4.0707011222839355,11004.0
89,2.3282949924468994,1498.0
90,2.1611053943634033,8814.0
91,1.53010892868042,8100.0
92,1.4344406127929688,2146.0
93,2.720562696456909,10462.0
94,0.7240797281265259,8438.0
95,0.9710229635238647,8612.0
96,2.8081858158111572,10770.0
97,1.65068781375885,12258.0
98,1.8227404356002808,5018.0
99,2.1528844833374023,1240.0
100,3.1789705753326416,630.0
101,1.5065979957580566,8711.0
102,1.4282149076461792,6301.0
103,2.2235023975372314,5640.0
104,0.5870077610015869,6560.0
105,1.6295008659362793,7406.0
106,0.789146900177002,10056.0
107,2.1156554222106934,6118.0
108,1.9994606971740723,7604.0
109,1.4769608974456787,2650.0
110,3.919550895690918,4385.0
111,2.8741466999053955,10626.0
112,3.7579336166381836,4377.0
113,3.0562543869018555,6183.0
114,2.271573543548584,7459.0
115,2.1021995544433594,6132.0
116,1.8627219200134277,9226.0
117,1.972155213356018,822.0
118,1.0511964559555054,8208.0
119,1.4388031959533691,12612.0
120,0.9745299816131592,123.0
121,2.021272659301758,11065.0
122,2.0195789337158203,5909.0
123,3.0826644897460938,12132.0
124,0.7121474742889404,11940.0
125,2.6235601902008057,1854.0
126,1.5477776527404785,8533.0
127,3.0517702102661133,3483.0
128,0.8698427677154541,2.0
129,2.3894028663635254,6010.0
130,2.843717098236084,11495.0
131,0.7086212635040283,358.0
132,1.4847404956817627,11250.0
133,0.48047327995300293,2859.0
134,2.431788444519043,6142.0
135,1.6676406860351562,6023.0
136,2.0637636184692383,6592.0
137,2.626058578491211,2826.0
138,2.0829548835754395,980.0
